schemeName	isin	returns_1y	returns_3y	returns_5y	returns_cat_avg_1y	returns_cat_avg_3y	returns_cat_avg_5y	returns_cat_min_1y	returns_cat_max_1y	returns_cat_min_3y	returns_cat_max_3y	returns_cat_min_5y	returns_cat_max_5y	returns_toolTipText	std_1y	std_3y	std_5y	std_cat_avg_1y	std_cat_avg_3y	std_cat_avg_5y	std_cat_min_1y	std_cat_max_1y	std_cat_min_3y	std_cat_max_3y	std_cat_min_5y	std_cat_max_5y	std_toolTipText	sharpe_1y	sharpe_3y	sharpe_5y	sharpe_cat_avg_1y	sharpe_cat_avg_3y	sharpe_cat_avg_5y	sharpe_cat_min_1y	sharpe_cat_max_1y	sharpe_cat_min_3y	sharpe_cat_max_3y	sharpe_cat_min_5y	sharpe_cat_max_5y	sharpe_toolTipText	sortino_1y	sortino_3y	sortino_5y	sortino_cat_avg_1y	sortino_cat_avg_3y	sortino_cat_avg_5y	sortino_cat_min_1y	sortino_cat_max_1y	sortino_cat_min_3y	sortino_cat_max_3y	sortino_cat_min_5y	sortino_cat_max_5y	sortino_toolTipText	beta_1y	beta_3y	beta_5y	beta_cat_avg_1y	beta_cat_avg_3y	beta_cat_avg_5y	beta_cat_min_1y	beta_cat_max_1y	beta_cat_min_3y	beta_cat_max_3y	beta_cat_min_5y	beta_cat_max_5y	beta_toolTipText
SBI Technology Opportunities Dir Gr	INF200K01RV6	3.42	11.87	11.97	-0.86	7.63	5.61	-17.20	17.87	5.11	15.88	4.94	11.85	It refers to the profit or loss generated on an investment over a specific period. It is the gain or loss expressed as a percentage of the initial investment.	15.83	17.59	18.09	22.32	20.68	20.66	14.54	21.68	17.57	22.55	17.42	22.46	Risk as measured by standard deviation is a statistical measure that quantifies the amount of variation or dispersion in a set of data points relative to its mean (average).	-0.63	0.26	0.40	-0.87	0.09	0.15	-1.77	-0.14	-0.07	0.47	0.05	0.40	Higher the value means that fund has been able to give better returns for the amount of risk taken. It helps investors understand the return of an investment compared to its risk, showing whether the returns are due to intelligent investing or simply taking on excess risk. <br/>It is calculated by subtracting the risk-free return, defined as an Indian Government Bond, from the fund's returns, and then dividing by the standard deviation of returns.	-0.75	0.37	0.59	-0.96	0.13	0.21	-1.73	-0.19	-0.09	0.72	0.06	0.59	The Sortino Ratio is a financial metric used to measure the risk-adjusted return of an investment. It's a modification of the Sharpe Ratio but with a key difference; it only considers downside risk (the risk of negative returns), rather than total volatility. <br/>This means it focuses on how well an investment performs relative to the volatility that leads to losses, ignoring the volatility that results in gains. The idea is that investors are primarily concerned with minimizing losses, and positive volatility is generally seen as a good thing.	0.73	0.74	0.76	0.81	0.88	0.90	0.56	1.00	0.64	1.00	0.65	1.00	This value gives idea about how volatile fund performance has been compared to similar funds in the market. Lower beta implies the fund gives more predictable performance compared to similar funds in the market.
