start_date,end_date,direction,magnitude_pct,duration_days
2024-05-30,2024-06-13,up,5.783782948841296,10
2024-05-30,2024-06-14,up,6.485893677320063,11
2024-05-30,2024-06-18,up,6.765020497852675,12
2024-05-31,2024-06-19,up,6.521448004777419,12
2024-05-31,2024-06-20,up,7.613968630081952,13
2024-05-31,2024-06-21,up,5.840790053964076,14
