annualized3Y	fundCode	invCategory	invType	isin	ltd	mc30	rank	rating	risk	schemeCode	schemeName	schemePlan	sipReturns	slug_url	trailingReturns	updatedDate	yearlyReturns
18.11	0C00001QYY	Large & Mid-Cap	Equity	INF204K01F20	2026-03-30T18:30:00.000Z	False	3	3	Very High Risk	FSGBR07197	Nippon India Vsn Lg & Md Cap Dir Gr	Direct Plan	"[{""frequency"": ""1Y"", ""annualisedReturn"": 5.41, ""absoluteReturn"": 2.98}, {""frequency"": ""2Y"", ""annualisedReturn"": 6.47, ""absoluteReturn"": 7.02}, {""frequency"": ""3Y"", ""annualisedReturn"": 14.09, ""absoluteReturn"": 25.01}, {""frequency"": ""5Y"", ""annualisedReturn"": 16.76, ""absoluteReturn"": 57.08}, {""frequency"": ""10Y"", ""annualisedReturn"": 15.96, ""absoluteReturn"": 146.47}, {""frequency"": ""15Y"", ""annualisedReturn"": 0, ""absoluteReturn"": 0}, {""frequency"": ""INCEPTION"", ""annualisedReturn"": 0, ""absoluteReturn"": 0}]"	nippon-india-vision-fund-direct-plan/MRC943	"[{""frequency"": ""1W"", ""annualisedReturn"": -0.47, ""absoluteReturn"": -0.47}, {""frequency"": ""1M"", ""annualisedReturn"": -11.4, ""absoluteReturn"": -11.4}, {""frequency"": ""3M"", ""annualisedReturn"": -11.63, ""absoluteReturn"": -11.63}, {""frequency"": ""6M"", ""annualisedReturn"": -9.46, ""absoluteReturn"": -9.46}, {""frequency"": ""YTD"", ""annualisedReturn"": -12.43, ""absoluteReturn"": -12.43}, {""frequency"": ""1Y"", ""annualisedReturn"": -2.16, ""absoluteReturn"": -2.16}, {""frequency"": ""2Y"", ""annualisedReturn"": 4.9, ""absoluteReturn"": 10.03}, {""frequency"": ""3Y"", ""annualisedReturn"": 18.11, ""absoluteReturn"": 64.78}, {""frequency"": ""5Y"", ""annualisedReturn"": 14.91, ""absoluteReturn"": 100.37}, {""frequency"": ""10Y"", ""annualisedReturn"": 12.92, ""absoluteReturn"": 237.07}, {""frequency"": ""INCEPTION"", ""annualisedReturn"": 13.28, ""absoluteReturn"": 421.95}]"	2026-04-01	"[{""frequency"": ""2020"", ""value"": 13.92}, {""frequency"": ""2021"", ""value"": 34.43}, {""frequency"": ""2022"", ""value"": 2.94}, {""frequency"": ""2023"", ""value"": 34.93}, {""frequency"": ""2024"", ""value"": 26.28}, {""frequency"": ""2025"", ""value"": 6.16}, {""frequency"": ""2026"", ""value"": -12.43}]"
18.1	0C000049H6	Large & Mid-Cap	Equity	INF336L01NV5	2026-03-30T18:30:00.000Z	False	3	3	Very High Risk	FS0000F6Y9	HSBC Large & Mid Cap Dir Gr	Direct Plan	"[{""frequency"": ""1Y"", ""annualisedReturn"": 9.7, ""absoluteReturn"": 5.41}, {""frequency"": ""2Y"", ""annualisedReturn"": 6.97, ""absoluteReturn"": 7.59}, {""frequency"": ""3Y"", ""annualisedReturn"": 14.28, ""absoluteReturn"": 25.41}, {""frequency"": ""5Y"", ""annualisedReturn"": 16.56, ""absoluteReturn"": 56.2}, {""frequency"": ""10Y"", ""annualisedReturn"": 0, ""absoluteReturn"": 0}, {""frequency"": ""15Y"", ""annualisedReturn"": 0, ""absoluteReturn"": 0}, {""frequency"": ""INCEPTION"", ""annualisedReturn"": 0, ""absoluteReturn"": 0}]"	hsbc-large-mid-cap-fund-direct-plan/MHS526	"[{""frequency"": ""1W"", ""annualisedReturn"": -1.64, ""absoluteReturn"": -1.64}, {""frequency"": ""1M"", ""annualisedReturn"": -10.38, ""absoluteReturn"": -10.38}, {""frequency"": ""3M"", ""annualisedReturn"": -9.99, ""absoluteReturn"": -9.99}, {""frequency"": ""6M"", ""annualisedReturn"": -7.85, ""absoluteReturn"": -7.85}, {""frequency"": ""YTD"", ""annualisedReturn"": -9.99, ""absoluteReturn"": -9.99}, {""frequency"": ""1Y"", ""annualisedReturn"": 4.29, ""absoluteReturn"": 4.29}, {""frequency"": ""2Y"", ""annualisedReturn"": 7, ""absoluteReturn"": 14.5}, {""frequency"": ""3Y"", ""annualisedReturn"": 18.1, ""absoluteReturn"": 64.72}, {""frequency"": ""5Y"", ""annualisedReturn"": 14.91, ""absoluteReturn"": 100.35}, {""frequency"": ""10Y"", ""annualisedReturn"": null, ""absoluteReturn"": null}, {""frequency"": ""INCEPTION"", ""annualisedReturn"": null, ""absoluteReturn"": null}]"	2026-04-01	"[{""frequency"": ""2020"", ""value"": 17.19}, {""frequency"": ""2021"", ""value"": 37.39}, {""frequency"": ""2022"", ""value"": -2.19}, {""frequency"": ""2023"", ""value"": 31.69}, {""frequency"": ""2024"", ""value"": 39.99}, {""frequency"": ""2025"", ""value"": -2.47}, {""frequency"": ""2026"", ""value"": -9.99}]"
18.09	0C0000BMDA	Multi-Cap	Equity	INF00XX01168	2026-03-30T18:30:00.000Z	False	3	3	Very High Risk	FS0000FAN1	ITI Multi Cap Dir Gr	Direct Plan	"[{""frequency"": ""1Y"", ""annualisedReturn"": 7.91, ""absoluteReturn"": 4.39}, {""frequency"": ""2Y"", ""annualisedReturn"": 5.2, ""absoluteReturn"": 5.6}, {""frequency"": ""3Y"", ""annualisedReturn"": 12.61, ""absoluteReturn"": 22.05}, {""frequency"": ""5Y"", ""annualisedReturn"": 15.85, ""absoluteReturn"": 53.08}, {""frequency"": ""10Y"", ""annualisedReturn"": 0, ""absoluteReturn"": 0}, {""frequency"": ""15Y"", ""annualisedReturn"": 0, ""absoluteReturn"": 0}, {""frequency"": ""INCEPTION"", ""annualisedReturn"": 0, ""absoluteReturn"": 0}]"	iti-multi-cap-fund-direct-plan/MIT015	"[{""frequency"": ""1W"", ""annualisedReturn"": -2.33, ""absoluteReturn"": -2.33}, {""frequency"": ""1M"", ""annualisedReturn"": -10.16, ""absoluteReturn"": -10.16}, {""frequency"": ""3M"", ""annualisedReturn"": -11.2, ""absoluteReturn"": -11.2}, {""frequency"": ""6M"", ""annualisedReturn"": -6.03, ""absoluteReturn"": -6.03}, {""frequency"": ""YTD"", ""annualisedReturn"": -11.2, ""absoluteReturn"": -11.2}, {""frequency"": ""1Y"", ""annualisedReturn"": 3.32, ""absoluteReturn"": 3.32}, {""frequency"": ""2Y"", ""annualisedReturn"": 2.35, ""absoluteReturn"": 4.76}, {""frequency"": ""3Y"", ""annualisedReturn"": 18.09, ""absoluteReturn"": 64.68}, {""frequency"": ""5Y"", ""annualisedReturn"": 12.86, ""absoluteReturn"": 83.07}, {""frequency"": ""10Y"", ""annualisedReturn"": null, ""absoluteReturn"": null}, {""frequency"": ""INCEPTION"", ""annualisedReturn"": 13.82, ""absoluteReturn"": 143.69}]"	2026-04-01	"[{""frequency"": ""2020"", ""value"": 4.31}, {""frequency"": ""2021"", ""value"": 21.85}, {""frequency"": ""2022"", ""value"": 4.97}, {""frequency"": ""2023"", ""value"": 41.14}, {""frequency"": ""2024"", ""value"": 22.24}, {""frequency"": ""2025"", ""value"": 4.33}, {""frequency"": ""2026"", ""value"": -11.2}]"
18.05	0C0000953B	Mid-Cap	Equity	INF760K01KI1	2026-03-30T18:30:00.000Z	False	3	3	Very High Risk	FS0000HY05	Canara Robeco Mid Cap Dir Gr	Direct Plan	"[{""frequency"": ""1Y"", ""annualisedReturn"": 3.88, ""absoluteReturn"": 2.12}, {""frequency"": ""2Y"", ""annualisedReturn"": 5.98, ""absoluteReturn"": 6.47}, {""frequency"": ""3Y"", ""annualisedReturn"": 13.6, ""absoluteReturn"": 24.03}, {""frequency"": ""5Y"", ""annualisedReturn"": 0, ""absoluteReturn"": 0}, {""frequency"": ""10Y"", ""annualisedReturn"": 0, ""absoluteReturn"": 0}, {""frequency"": ""15Y"", ""annualisedReturn"": 0, ""absoluteReturn"": 0}, {""frequency"": ""INCEPTION"", ""annualisedReturn"": 0, ""absoluteReturn"": 0}]"	canara-robeco-mid-cap-fund-direct-plan/MCA338	"[{""frequency"": ""1W"", ""annualisedReturn"": -2.26, ""absoluteReturn"": -2.26}, {""frequency"": ""1M"", ""annualisedReturn"": -9.81, ""absoluteReturn"": -9.81}, {""frequency"": ""3M"", ""annualisedReturn"": -11.51, ""absoluteReturn"": -11.51}, {""frequency"": ""6M"", ""annualisedReturn"": -9.41, ""absoluteReturn"": -9.41}, {""frequency"": ""YTD"", ""annualisedReturn"": -11.51, ""absoluteReturn"": -11.51}, {""frequency"": ""1Y"", ""annualisedReturn"": 3.9, ""absoluteReturn"": 3.9}, {""frequency"": ""2Y"", ""annualisedReturn"": 6.72, ""absoluteReturn"": 13.89}, {""frequency"": ""3Y"", ""annualisedReturn"": 18.05, ""absoluteReturn"": 64.51}, {""frequency"": ""5Y"", ""annualisedReturn"": null, ""absoluteReturn"": null}, {""frequency"": ""10Y"", ""annualisedReturn"": null, ""absoluteReturn"": null}, {""frequency"": ""INCEPTION"", ""annualisedReturn"": 15.15, ""absoluteReturn"": 59.98}]"	2026-04-01	"[{""frequency"": ""2020"", ""value"": null}, {""frequency"": ""2021"", ""value"": null}, {""frequency"": ""2022"", ""value"": null}, {""frequency"": ""2023"", ""value"": 33.7}, {""frequency"": ""2024"", ""value"": 28.98}, {""frequency"": ""2025"", ""value"": 5.73}, {""frequency"": ""2026"", ""value"": -11.51}]"
18.01	0C0000AJYO	Dividend Yield	Equity	INF789F01SW4	2026-03-30T18:30:00.000Z	False			Very High Risk	FSGBR071E4	UTI Dividend Yield Dir Gr	Direct Plan	"[{""frequency"": ""1Y"", ""annualisedReturn"": 6.58, ""absoluteReturn"": 3.63}, {""frequency"": ""2Y"", ""annualisedReturn"": 5.88, ""absoluteReturn"": 6.36}, {""frequency"": ""3Y"", ""annualisedReturn"": 13.57, ""absoluteReturn"": 23.96}, {""frequency"": ""5Y"", ""annualisedReturn"": 15.72, ""absoluteReturn"": 52.54}, {""frequency"": ""10Y"", ""annualisedReturn"": 16.2, ""absoluteReturn"": 150.14}, {""frequency"": ""15Y"", ""annualisedReturn"": 0, ""absoluteReturn"": 0}, {""frequency"": ""INCEPTION"", ""annualisedReturn"": 0, ""absoluteReturn"": 0}]"	uti-dividend-yield-fund-direct-plan/MUT653	"[{""frequency"": ""1W"", ""annualisedReturn"": -0.39, ""absoluteReturn"": -0.39}, {""frequency"": ""1M"", ""annualisedReturn"": -9.75, ""absoluteReturn"": -9.75}, {""frequency"": ""3M"", ""annualisedReturn"": -10.13, ""absoluteReturn"": -10.13}, {""frequency"": ""6M"", ""annualisedReturn"": -6.43, ""absoluteReturn"": -6.43}, {""frequency"": ""YTD"", ""annualisedReturn"": -10.72, ""absoluteReturn"": -10.72}, {""frequency"": ""1Y"", ""annualisedReturn"": -0.62, ""absoluteReturn"": -0.62}, {""frequency"": ""2Y"", ""annualisedReturn"": 6.55, ""absoluteReturn"": 13.54}, {""frequency"": ""3Y"", ""annualisedReturn"": 18.01, ""absoluteReturn"": 64.35}, {""frequency"": ""5Y"", ""annualisedReturn"": 14.73, ""absoluteReturn"": 98.83}, {""frequency"": ""10Y"", ""annualisedReturn"": 14.44, ""absoluteReturn"": 285.14}, {""frequency"": ""INCEPTION"", ""annualisedReturn"": 13.04, ""absoluteReturn"": 407.31}]"	2026-04-01	"[{""frequency"": ""2020"", ""value"": 19.57}, {""frequency"": ""2021"", ""value"": 39.66}, {""frequency"": ""2022"", ""value"": -4.74}, {""frequency"": ""2023"", ""value"": 36.27}, {""frequency"": ""2024"", ""value"": 25.42}, {""frequency"": ""2025"", ""value"": 5.95}, {""frequency"": ""2026"", ""value"": -10.72}]"
18.01	0C00009535	Multi-Cap	Equity	INF767K01RK7	2026-03-30T18:30:00.000Z	False	4	4	Very High Risk	FS0000HW2N	LIC MF Multi Cap Dir Gr	Direct Plan	"[{""frequency"": ""1Y"", ""annualisedReturn"": 4.9, ""absoluteReturn"": 2.69}, {""frequency"": ""2Y"", ""annualisedReturn"": 6.19, ""absoluteReturn"": 6.71}, {""frequency"": ""3Y"", ""annualisedReturn"": 14.16, ""absoluteReturn"": 25.15}, {""frequency"": ""5Y"", ""annualisedReturn"": 0, ""absoluteReturn"": 0}, {""frequency"": ""10Y"", ""annualisedReturn"": 0, ""absoluteReturn"": 0}, {""frequency"": ""15Y"", ""annualisedReturn"": 0, ""absoluteReturn"": 0}, {""frequency"": ""INCEPTION"", ""annualisedReturn"": 0, ""absoluteReturn"": 0}]"	lic-mf-multi-cap-fund-direct-plan/MJB492	"[{""frequency"": ""1W"", ""annualisedReturn"": -2.79, ""absoluteReturn"": -2.79}, {""frequency"": ""1M"", ""annualisedReturn"": -11.5, ""absoluteReturn"": -11.5}, {""frequency"": ""3M"", ""annualisedReturn"": -13.07, ""absoluteReturn"": -13.07}, {""frequency"": ""6M"", ""annualisedReturn"": -9.91, ""absoluteReturn"": -9.91}, {""frequency"": ""YTD"", ""annualisedReturn"": -13.07, ""absoluteReturn"": -13.07}, {""frequency"": ""1Y"", ""annualisedReturn"": -0.5, ""absoluteReturn"": -0.5}, {""frequency"": ""2Y"", ""annualisedReturn"": 7.79, ""absoluteReturn"": 16.18}, {""frequency"": ""3Y"", ""annualisedReturn"": 18.01, ""absoluteReturn"": 64.35}, {""frequency"": ""5Y"", ""annualisedReturn"": null, ""absoluteReturn"": null}, {""frequency"": ""10Y"", ""annualisedReturn"": null, ""absoluteReturn"": null}, {""frequency"": ""INCEPTION"", ""annualisedReturn"": 14.47, ""absoluteReturn"": 58.77}]"	2026-04-01	"[{""frequency"": ""2020"", ""value"": null}, {""frequency"": ""2021"", ""value"": null}, {""frequency"": ""2022"", ""value"": null}, {""frequency"": ""2023"", ""value"": 32.98}, {""frequency"": ""2024"", ""value"": 34.47}, {""frequency"": ""2025"", ""value"": 2.79}, {""frequency"": ""2026"", ""value"": -13.07}]"
18	0C000049GD	Large & Mid-Cap	Equity	INF846K01J46	2026-03-29T18:30:00.000Z	False	3	3	Very High Risk	FS0000E0GB	Axis Large & Mid Cap Dir Gr	Direct Plan	"[{""frequency"": ""1Y"", ""annualisedReturn"": 6.79, ""absoluteReturn"": 3.76}, {""frequency"": ""2Y"", ""annualisedReturn"": 6.68, ""absoluteReturn"": 7.26}, {""frequency"": ""3Y"", ""annualisedReturn"": 13.28, ""absoluteReturn"": 23.39}, {""frequency"": ""5Y"", ""annualisedReturn"": 15.09, ""absoluteReturn"": 49.85}, {""frequency"": ""10Y"", ""annualisedReturn"": 0, ""absoluteReturn"": 0}, {""frequency"": ""15Y"", ""annualisedReturn"": 0, ""absoluteReturn"": 0}, {""frequency"": ""INCEPTION"", ""annualisedReturn"": 0, ""absoluteReturn"": 0}]"	axis-large-mid-cap-fund-direct-plan/MAA798	"[{""frequency"": ""1W"", ""annualisedReturn"": -0.64, ""absoluteReturn"": -0.64}, {""frequency"": ""1M"", ""annualisedReturn"": -10.92, ""absoluteReturn"": -10.92}, {""frequency"": ""3M"", ""annualisedReturn"": -10.73, ""absoluteReturn"": -10.73}, {""frequency"": ""6M"", ""annualisedReturn"": -8.38, ""absoluteReturn"": -8.38}, {""frequency"": ""YTD"", ""annualisedReturn"": -11.38, ""absoluteReturn"": -11.38}, {""frequency"": ""1Y"", ""annualisedReturn"": 0.43, ""absoluteReturn"": 0.43}, {""frequency"": ""2Y"", ""annualisedReturn"": 4.23, ""absoluteReturn"": 8.64}, {""frequency"": ""3Y"", ""annualisedReturn"": 18, ""absoluteReturn"": 64.29}, {""frequency"": ""5Y"", ""annualisedReturn"": 14.54, ""absoluteReturn"": 97.17}, {""frequency"": ""10Y"", ""annualisedReturn"": null, ""absoluteReturn"": null}, {""frequency"": ""INCEPTION"", ""annualisedReturn"": 17.28, ""absoluteReturn"": 227.31}]"	2026-04-01	"[{""frequency"": ""2020"", ""value"": 26.69}, {""frequency"": ""2021"", ""value"": 46.68}, {""frequency"": ""2022"", ""value"": -7.58}, {""frequency"": ""2023"", ""value"": 32.47}, {""frequency"": ""2024"", ""value"": 26.97}, {""frequency"": ""2025"", ""value"": 5.25}, {""frequency"": ""2026"", ""value"": -11.38}]"
17.96	0C00001QYY	Equity - Other	Equity	INF204K01J34	2026-03-30T18:30:00.000Z	False			Very High Risk	FSUSA08XKK	Nippon India Quant Dir Gr	Direct Plan	"[{""frequency"": ""1Y"", ""annualisedReturn"": 10.63, ""absoluteReturn"": 5.95}, {""frequency"": ""2Y"", ""annualisedReturn"": 8.6, ""absoluteReturn"": 9.47}, {""frequency"": ""3Y"", ""annualisedReturn"": 14.79, ""absoluteReturn"": 26.46}, {""frequency"": ""5Y"", ""annualisedReturn"": 17.38, ""absoluteReturn"": 59.9}, {""frequency"": ""10Y"", ""annualisedReturn"": 17.01, ""absoluteReturn"": 163.21}, {""frequency"": ""15Y"", ""annualisedReturn"": 0, ""absoluteReturn"": 0}, {""frequency"": ""INCEPTION"", ""annualisedReturn"": 0, ""absoluteReturn"": 0}]"	nippon-india-quant-fund-direct-plan/MRC1008	"[{""frequency"": ""1W"", ""annualisedReturn"": -0.67, ""absoluteReturn"": -0.67}, {""frequency"": ""1M"", ""annualisedReturn"": -11.09, ""absoluteReturn"": -11.09}, {""frequency"": ""3M"", ""annualisedReturn"": -9.83, ""absoluteReturn"": -9.83}, {""frequency"": ""6M"", ""annualisedReturn"": -5.99, ""absoluteReturn"": -5.99}, {""frequency"": ""YTD"", ""annualisedReturn"": -10.65, ""absoluteReturn"": -10.65}, {""frequency"": ""1Y"", ""annualisedReturn"": 0.41, ""absoluteReturn"": 0.41}, {""frequency"": ""2Y"", ""annualisedReturn"": 4.2, ""absoluteReturn"": 8.58}, {""frequency"": ""3Y"", ""annualisedReturn"": 17.96, ""absoluteReturn"": 64.15}, {""frequency"": ""5Y"", ""annualisedReturn"": 15.56, ""absoluteReturn"": 106.06}, {""frequency"": ""10Y"", ""annualisedReturn"": 14.54, ""absoluteReturn"": 288.73}, {""frequency"": ""INCEPTION"", ""annualisedReturn"": 12.97, ""absoluteReturn"": 403.18}]"	2026-04-01	"[{""frequency"": ""2020"", ""value"": 17.65}, {""frequency"": ""2021"", ""value"": 32.37}, {""frequency"": ""2022"", ""value"": 8.17}, {""frequency"": ""2023"", ""value"": 35.78}, {""frequency"": ""2024"", ""value"": 20.55}, {""frequency"": ""2025"", ""value"": 8.37}, {""frequency"": ""2026"", ""value"": -10.65}]"
17.96	0C00009534	Focused Fund	Equity	INF179K01VK7	2026-03-30T18:30:00.000Z	False	5	5	Very High Risk	FSGBR071MF	HDFC Focused Dir Gr	Direct Plan	"[{""frequency"": ""1Y"", ""annualisedReturn"": 8.29, ""absoluteReturn"": 4.61}, {""frequency"": ""2Y"", ""annualisedReturn"": 10.31, ""absoluteReturn"": 11.48}, {""frequency"": ""3Y"", ""annualisedReturn"": 16.85, ""absoluteReturn"": 30.79}, {""frequency"": ""5Y"", ""annualisedReturn"": 20.69, ""absoluteReturn"": 75.9}, {""frequency"": ""10Y"", ""annualisedReturn"": 18.68, ""absoluteReturn"": 192.63}, {""frequency"": ""15Y"", ""annualisedReturn"": 0, ""absoluteReturn"": 0}, {""frequency"": ""INCEPTION"", ""annualisedReturn"": 0, ""absoluteReturn"": 0}]"	hdfc-focused-fund-direct-plan/MHD1150	"[{""frequency"": ""1W"", ""annualisedReturn"": -2.44, ""absoluteReturn"": -2.44}, {""frequency"": ""1M"", ""annualisedReturn"": -12.29, ""absoluteReturn"": -12.29}, {""frequency"": ""3M"", ""annualisedReturn"": -12.44, ""absoluteReturn"": -12.44}, {""frequency"": ""6M"", ""annualisedReturn"": -9.4, ""absoluteReturn"": -9.4}, {""frequency"": ""YTD"", ""annualisedReturn"": -12.44, ""absoluteReturn"": -12.44}, {""frequency"": ""1Y"", ""annualisedReturn"": -1.53, ""absoluteReturn"": -1.53}, {""frequency"": ""2Y"", ""annualisedReturn"": 7.27, ""absoluteReturn"": 15.07}, {""frequency"": ""3Y"", ""annualisedReturn"": 17.96, ""absoluteReturn"": 64.12}, {""frequency"": ""5Y"", ""annualisedReturn"": 20.1, ""absoluteReturn"": 149.82}, {""frequency"": ""10Y"", ""annualisedReturn"": 15.48, ""absoluteReturn"": 321.81}, {""frequency"": ""INCEPTION"", ""annualisedReturn"": 14.36, ""absoluteReturn"": 491.43}]"	2026-04-01	"[{""frequency"": ""2020"", ""value"": 5.2}, {""frequency"": ""2021"", ""value"": 41.78}, {""frequency"": ""2022"", ""value"": 19.93}, {""frequency"": ""2023"", ""value"": 31.32}, {""frequency"": ""2024"", ""value"": 25.44}, {""frequency"": ""2025"", ""value"": 12.05}, {""frequency"": ""2026"", ""value"": -12.44}]"
17.94	0C0000CX2H	Index Funds	Equity	INF740KA1MG9	2026-03-30T18:30:00.000Z	False			Very High Risk	FS0000EFXY	DSP Nifty Next 50 Index Dir Gr	Direct Plan	"[{""frequency"": ""1Y"", ""annualisedReturn"": 8.19, ""absoluteReturn"": 4.55}, {""frequency"": ""2Y"", ""annualisedReturn"": 3.73, ""absoluteReturn"": 3.98}, {""frequency"": ""3Y"", ""annualisedReturn"": 13.16, ""absoluteReturn"": 23.14}, {""frequency"": ""5Y"", ""annualisedReturn"": 14.78, ""absoluteReturn"": 48.54}, {""frequency"": ""10Y"", ""annualisedReturn"": 0, ""absoluteReturn"": 0}, {""frequency"": ""15Y"", ""annualisedReturn"": 0, ""absoluteReturn"": 0}, {""frequency"": ""INCEPTION"", ""annualisedReturn"": 0, ""absoluteReturn"": 0}]"	dsp-nifty-next-50-index-fund-direct-plan/MDS1534	"[{""frequency"": ""1W"", ""annualisedReturn"": -1.69, ""absoluteReturn"": -1.69}, {""frequency"": ""1M"", ""annualisedReturn"": -13.31, ""absoluteReturn"": -13.31}, {""frequency"": ""3M"", ""annualisedReturn"": -11.92, ""absoluteReturn"": -11.92}, {""frequency"": ""6M"", ""annualisedReturn"": -10.79, ""absoluteReturn"": -10.79}, {""frequency"": ""YTD"", ""annualisedReturn"": -12.8, ""absoluteReturn"": -12.8}, {""frequency"": ""1Y"", ""annualisedReturn"": -3.56, ""absoluteReturn"": -3.56}, {""frequency"": ""2Y"", ""annualisedReturn"": 0.27, ""absoluteReturn"": 0.53}, {""frequency"": ""3Y"", ""annualisedReturn"": 17.94, ""absoluteReturn"": 64.06}, {""frequency"": ""5Y"", ""annualisedReturn"": 12.68, ""absoluteReturn"": 81.62}, {""frequency"": ""10Y"", ""annualisedReturn"": null, ""absoluteReturn"": null}, {""frequency"": ""INCEPTION"", ""annualisedReturn"": 13.04, ""absoluteReturn"": 139.1}]"	2026-04-01	"[{""frequency"": ""2020"", ""value"": 14.48}, {""frequency"": ""2021"", ""value"": 30.21}, {""frequency"": ""2022"", ""value"": 0.69}, {""frequency"": ""2023"", ""value"": 27.06}, {""frequency"": ""2024"", ""value"": 27.58}, {""frequency"": ""2025"", ""value"": 2.71}, {""frequency"": ""2026"", ""value"": -12.8}]"
17.87	0C00009535	Mid-Cap	Equity	INF397L01JK8	2026-03-30T18:30:00.000Z	False	2	2	Very High Risk	FS0000D13K	LIC MF Midcap Fund Dir Gr	Direct Plan	"[{""frequency"": ""1Y"", ""annualisedReturn"": 0.17, ""absoluteReturn"": 0.09}, {""frequency"": ""2Y"", ""annualisedReturn"": 1.99, ""absoluteReturn"": 2.1}, {""frequency"": ""3Y"", ""annualisedReturn"": 11.31, ""absoluteReturn"": 19.51}, {""frequency"": ""5Y"", ""annualisedReturn"": 14.62, ""absoluteReturn"": 47.87}, {""frequency"": ""10Y"", ""annualisedReturn"": 0, ""absoluteReturn"": 0}, {""frequency"": ""15Y"", ""annualisedReturn"": 0, ""absoluteReturn"": 0}, {""frequency"": ""INCEPTION"", ""annualisedReturn"": 0, ""absoluteReturn"": 0}]"	lic-mf-mid-cap-fund-direct-plan-growth/MIB230	"[{""frequency"": ""1W"", ""annualisedReturn"": -2.52, ""absoluteReturn"": -2.52}, {""frequency"": ""1M"", ""annualisedReturn"": -11.38, ""absoluteReturn"": -11.38}, {""frequency"": ""3M"", ""annualisedReturn"": -13.87, ""absoluteReturn"": -13.87}, {""frequency"": ""6M"", ""annualisedReturn"": -11.33, ""absoluteReturn"": -11.33}, {""frequency"": ""YTD"", ""annualisedReturn"": -13.87, ""absoluteReturn"": -13.87}, {""frequency"": ""1Y"", ""annualisedReturn"": -3.98, ""absoluteReturn"": -3.98}, {""frequency"": ""2Y"", ""annualisedReturn"": 4.71, ""absoluteReturn"": 9.63}, {""frequency"": ""3Y"", ""annualisedReturn"": 17.87, ""absoluteReturn"": 63.77}, {""frequency"": ""5Y"", ""annualisedReturn"": 13.05, ""absoluteReturn"": 84.63}, {""frequency"": ""10Y"", ""annualisedReturn"": null, ""absoluteReturn"": null}, {""frequency"": ""INCEPTION"", ""annualisedReturn"": 11.99, ""absoluteReturn"": 182.75}]"	2026-04-01	"[{""frequency"": ""2020"", ""value"": 25.32}, {""frequency"": ""2021"", ""value"": 37.8}, {""frequency"": ""2022"", ""value"": -3.26}, {""frequency"": ""2023"", ""value"": 37.01}, {""frequency"": ""2024"", ""value"": 30.3}, {""frequency"": ""2025"", ""value"": -0.15}, {""frequency"": ""2026"", ""value"": -13.87}]"
